company_id,company_name,country,city,year_founded,funding_stage,total_funding_usd,funding_rounds,valuation_usd,revenue_2024,revenue_2025,revenue_growth_yoy,primary_domain,product_type,deployment,is_open_source,employee_count,engineers_pct,founders_count,avg_experience_years,monthly_active_users,customer_count,enterprise_pct,churn_rate_annual,net_revenue_retention,burn_rate_monthly,runway_months,gross_margin_pct,target_segment,market_size_billion,competitor_count
AI-0015,AIScope,United Kingdom,Edinburgh,2025,Series A,6105707.784779094,2,68187177.65833119,1291527.466808659,3425058.6572343833,1.6519441090150728,AI Infrastructure,Hybrid,Edge,False,47.0,81.83436585800924,2,10.9,25668,80,27.0,0.095,2.111,23491.73333842955,48.0,63.5,Enterprise,82.8,16
AI-0016,AIWare,India,Mumbai,2025,Seed,481608.0076581747,2,3218199.579085205,144482.4022974524,,0.5822967705934121,Decision/MLOps,API-first,Cloud,False,12.0,68.2983360481724,3,3.7,2229,18,23.3,0.111,2.066,12818.933625723916,31.0,83.3,Both,35.3,14
AI-0017,NexusCore,United States,San Francisco,2016,Series A,7622022.3856683485,2,54664857.16113567,497848.9876715638,957425.4021028384,0.9231241316382106,NLP/LLM,Hybrid,Cloud,False,30.0,65.60652350327771,4,3.5,40174,13,43.3,0.21,1.92,16904.208179447003,48.0,71.0,Developer/Individual,135.2,12
AI-0018,AIGrid,Canada,Ottawa,2019,Series A,6064560.834700949,3,28538994.6847667,921812.4739277898,1065128.8449114996,0.15547237104857894,Computer Vision,SaaS,Edge,False,48.0,41.885145289043194,2,15.8,478069,60,78.8,0.058,1.655,77610.91120251176,48.0,76.5,Both,68.3,23
AI-0019,OrbitLogic,United States,Chicago,2025,Series B,13080678.164924057,3,171810045.50649163,3723616.176880113,6167688.993349035,0.6563707698027902,Computer Vision,SaaS,Cloud,False,236.0,42.53031154727633,2,16.7,466975,193,49.6,0.042,1.738,75274.67437557066,48.0,81.1,SMB,50.4,27
AI-0020,AIStack,United States,Boston,2025,Series B,40126766.53600686,5,664877882.4241621,12038029.960802058,18021073.224063676,0.4970118269138273,AI Agents,SaaS,Hybrid,False,450.0,44.94866695790171,2,8.5,158897,266,64.6,0.122,1.88,562959.4755699262,48.0,65.4,Both,53.8,52
AI-0021,AIStack,United States,Seattle,2024,Seed,618589.0119872292,1,5693641.577524585,19832.679491237966,27152.01783385532,0.36905443592990156,Speech/Audio,SaaS,Cloud,True,8.0,80.52100562332026,3,3.2,5003,1,48.2,0.11,1.91,14406.739057798472,38.2,85.1,SMB,28.6,37
AI-0022,AIHub,United States,Chicago,2025,Series A,5015080.607407947,3,16356187.813496659,703608.4205391681,812971.6603257614,0.15543196555662225,Decision/MLOps,Open-source,Hybrid,False,101.0,48.406139970375804,1,7.0,2994,15,7.6,0.046,1.982,9884.096412399198,48.0,70.7,Enterprise,33.5,18
AI-0023,TensorLogic,United States,New York,2025,Seed,1192396.2351810175,1,12337760.108665667,98615.46243974815,85983.54384297822,-0.12809267719540185,Data/MLOps,API-first,Cloud,False,41.0,49.895155052588336,2,3.5,6520,3,54.8,0.137,1.836,28178.841519303147,41.2,59.6,Enterprise,43.2,46
AI-0024,AINest,United Kingdom,Edinburgh,2025,Series A,10262018.20765286,3,173419528.73430663,732069.1596219997,1498299.6508391895,1.046664076947087,AI Agents,Platform,Hybrid,False,25.0,34.02572915962169,3,10.5,17856,40,27.0,0.038,2.296,21198.678451060616,48.0,62.9,SMB,21.9,21
AI-0025,AIWare,Singapore,Singapore,2025,Series A,4753211.747094138,2,20076964.213336617,251852.74706614873,387226.8532048745,0.5375129225934945,AI Infrastructure,Platform,Cloud,False,41.0,35.57506217163569,2,4.4,6397,21,34.2,0.054,1.957,25895.93676008463,48.0,62.5,Developer/Individual,90.9,93
AI-0026,AINest,China,Beijing,2020,Series C,84586023.2581847,5,954027527.9633452,4930444.46380429,7544119.838360303,0.5301094848027805,NLP/LLM,API-first,On-premise,False,438.0,56.115154274656426,2,5.6,281627,119,8.8,0.043,1.47,60177.60816057248,48.0,95.0,Both,219.4,40
AI-0027,AIHub,United States,Austin,2025,Series B,35158283.611491844,3,236478195.97693413,1586844.9558172654,4506027.661321037,1.8396143207326252,NLP/LLM,SaaS,Hybrid,False,198.0,71.67796791343622,4,3.8,181741,69,25.4,0.104,1.824,70524.75238821,48.0,70.6,SMB,181.0,52
AI-0028,AIWare,United States,Austin,2025,Series C,150453993.41175145,6,2000000000.0,25166806.994511213,32653732.481850065,0.29749206917555016,NLP/LLM,API-first,Edge,False,5000.0,53.941912594063595,2,8.2,314955,765,37.3,0.074,1.813,212684.30578066793,48.0,75.7,Both,109.0,38
AI-0029,StellarVision,United States,Boston,2025,Series B,26133407.67081709,3,108237574.91166475,3959584.696251184,7038649.897817678,0.7776232705621023,AI Infrastructure,API-first,Cloud,False,589.0,55.353866473493945,2,5.8,97931,106,11.4,0.126,1.993,22578.64010840644,48.0,63.6,Enterprise,82.9,19
AI-0030,AIStack,United States,Austin,2020,Series D+,253201489.71056443,8,1506210200.888053,17400123.657481086,50205799.867440864,1.8853702913688872,Computer Vision,Open-source,On-premise,False,370.0,80.25661214832647,4,7.9,72949,1331,5.7,0.029,1.913,1438183.5042882557,48.0,,Enterprise,42.7,25
AI-0031,AINest,United Kingdom,Oxford,2025,Series A,3799189.6465151054,3,12817697.914507702,1139756.8939545315,2062355.745158583,0.8094698580878745,NLP/LLM,Platform,Edge,False,66.0,55.22547195569249,3,4.5,46665,23,60.6,0.044,1.963,53956.523717259275,48.0,69.2,Developer/Individual,113.3,48
AI-0032,AINest,United Kingdom,Edinburgh,2023,Series D+,93893930.99048723,8,822159398.7756467,28168179.297146168,31221196.506407168,0.10838532292253303,AI Infrastructure,Open-source,Cloud,False,811.0,54.61003888522549,2,4.9,877529,2246,32.5,0.073,2.316,1505717.8417643267,48.0,61.2,Both,57.4,38
AI-0033,AIEdge,United States,Austin,2022,Seed,1055807.0092496655,1,10286748.746801196,127246.06277307283,271715.68201540236,1.1353563017503552,NLP/LLM,Platform,Cloud,False,14.0,70.42430861187623,2,12.1,1018,3,37.0,0.025,1.995,8373.944045035298,48.0,62.0,SMB,196.8,61
AI-0034,AIStack,United States,Palo Alto,2025,Bootstrapped,0.0,0,9632.988405011458,28145.82112732441,33023.3816444912,0.17329608168480742,Decision/MLOps,SaaS,On-premise,False,27.0,67.81091893291833,4,4.2,262,3,40.5,0.125,2.5,6812.95471231256,,86.9,SMB,40.5,40
AI-0035,AISync,United States,Palo Alto,2025,Series A,4008015.814398203,2,22883953.17470808,858961.6193672472,1075574.5829677745,0.2521800261111723,AI Infrastructure,API-first,Cloud,True,79.0,46.48252973577205,2,12.3,235601,18,22.5,0.047,2.2,33899.53897001286,48.0,57.2,SMB,53.4,42
AI-0036,AILink,United States,Los Angeles,2025,Series D+,125981969.89222433,5,747273983.0515382,34320966.7461744,36770811.69642157,0.0713804179341841,Decision/MLOps,Hybrid,Cloud,False,1869.0,50.99565878882303,2,3.3,612950,2576,73.3,0.094,1.898,414180.3843237673,48.0,81.6,SMB,15.9,61
AI-0037,AIStack,India,Pune,2025,Series A,8268634.277836759,3,51876601.66092116,185002.31015279895,434413.58294325526,1.3481522073127632,Data/MLOps,API-first,Hybrid,False,8.0,61.21588955546174,4,3.7,8860,7,58.1,0.205,2.036,5162.3710004194,48.0,63.4,Developer/Individual,8.4,10
AI-0038,AIFlow,United States,Seattle,2025,Seed,743142.096777595,1,8548786.037769146,42059.91607585085,51256.23216207919,0.2186479894454308,Speech/Audio,SaaS,Edge,False,6.0,58.15354088678506,2,7.4,654,2,62.2,0.043,2.5,7022.411510205933,48.0,62.9,Enterprise,5.2,23
AI-0039,AIEdge,United Kingdom,Oxford,2025,Series A,6723068.085165497,3,24028141.48905415,765992.1461174199,855498.5896787219,0.11685034110987005,Computer Vision,SaaS,Cloud,False,96.0,78.27054498849745,2,23.6,78095,17,57.5,0.13,1.551,35805.73416483804,48.0,73.5,SMB,46.7,49
AI-0040,AIScope,Canada,Toronto,2025,Series A,3158629.3568004942,3,19685036.855483226,947588.8070401482,2205176.894777593,1.3271453592466953,NLP/LLM,SaaS,Cloud,False,30.0,50.79089503955596,2,13.9,51558,36,61.8,0.1,2.203,13283.662947421379,48.0,62.7,Developer/Individual,113.4,16
AI-0041,AIStack,Netherlands,Eindhoven,2017,Seed,507286.62772566936,1,1795274.020729179,83061.09713553014,76429.59705668011,-0.07983882115148892,Speech/Audio,Platform,Cloud,False,27.0,65.46643957116746,2,5.8,1395,2,59.6,0.036,2.321,18268.365151663565,26.8,76.4,Both,37.0,35
AI-0042,AINest,Netherlands,Rotterdam,2025,Series B,56496874.32419229,4,340211940.5531512,3778571.091956291,6028526.277284905,0.5954513308266851,AI Agents,Hybrid,On-premise,False,346.0,61.74914711772031,2,6.0,113595,321,38.2,0.126,1.705,122722.67798835783,48.0,62.6,Both,20.0,41
AI-0043,AINest,France,Lyon,2025,Series D+,143928182.28530866,8,1055956999.3594168,43178454.6855926,46750470.14869372,0.08272680180685099,Data/MLOps,API-first,Cloud,False,967.0,61.07173866278596,2,6.4,751739,912,31.2,0.025,1.766,1325543.105457387,48.0,82.9,Both,32.3,11
AI-0044,AIFlow,United States,Austin,2016,Series C,72267924.20693359,6,1526313815.6533415,15985211.721293934,25714251.668600712,0.6086275313042431,Data/MLOps,Platform,Cloud,False,2259.0,45.680953005593565,3,9.3,156851,869,19.3,0.079,1.781,143064.8275937398,48.0,85.5,Developer/Individual,12.5,86
AI-0045,AISync,Canada,Vancouver,2024,Seed,900808.983739551,2,4766832.386437717,62531.780297195226,75821.29823659963,0.21252422170363966,Decision/MLOps,Platform,Edge,False,3.0,53.8150681406864,2,6.2,574,11,27.0,0.03,2.49,6710.467688706649,48.0,70.2,Developer/Individual,30.9,54
AI-0046,AIFlow,France,Nice,2025,Seed,468544.601946458,2,5785826.058497973,139150.4434356336,132785.884969197,-0.045738686196717934,Decision/MLOps,API-first,Hybrid,False,4.0,54.81753498916096,3,3.5,33756,12,58.4,0.113,1.943,8758.57215518593,43.1,85.8,SMB,56.6,43
AI-0047,AIGrid,United States,Seattle,2024,Seed,1573427.5168363394,1,4943555.148999915,41073.64910291904,58726.47893946357,0.42978479443868006,Decision/MLOps,SaaS,On-premise,False,11.0,75.71447079142573,2,10.3,16030,4,19.8,0.049,1.717,12194.699146978492,48.0,62.5,Both,57.6,18
AI-0048,AIMesh,Germany,Stuttgart,2025,Seed,803006.8263015094,2,6052701.260572633,127788.77538061037,153449.01629065297,0.20080199402189497,Speech/Audio,Hybrid,Cloud,False,22.0,50.51577551516584,2,11.7,1956,20,56.0,0.151,1.523,6804.143386697515,48.0,64.9,Developer/Individual,28.1,90
AI-0049,AIFlow,Singapore,Singapore,2025,Bootstrapped,0.0,1,108738.70603570621,5936.20645490829,12153.079848437159,1.047280521786521,NLP/LLM,SaaS,Cloud,False,4.0,54.61663252499795,2,13.0,330,0,42.6,0.074,2.213,26400.85855917278,,76.4,SMB,220.5,10
AI-0050,AIWare,United Kingdom,Cambridge,2022,Series B,22212795.789130617,5,238242265.60742283,1954094.5525943663,3217659.503751248,0.646624263641338,NLP/LLM,SaaS,Edge,True,60.0,55.10334492464254,2,5.2,4352460,120,41.0,0.027,1.94,41399.40335733087,48.0,77.3,SMB,163.9,36
AI-0051,AIStack,United States,Chicago,2019,Seed,1364670.6165175217,1,7673782.270920029,56327.861270925634,165527.91866626675,1.938650872436127,Speech/Audio,SaaS,Edge,False,7.0,82.71212281719593,2,4.0,3278,2,36.6,0.093,2.221,12308.752199736105,48.0,61.7,Enterprise,40.1,16
AI-0052,AIFlow,United States,Austin,2025,Series C,126207402.82795873,5,629845660.2074788,16857075.85231611,23933935.380683903,0.41981536954379034,NLP/LLM,SaaS,Hybrid,False,1059.0,66.30964836395009,2,3.5,3516240,3453,0.0,0.021,2.008,416299.0560588589,48.0,72.8,Both,115.3,117
AI-0053,AILink,United Kingdom,London,2025,Series C,200000000.0,4,522312277.5209326,17279977.2783675,38388360.8929391,1.2215515839246394,AI Agents,API-first,Edge,True,944.0,64.0028731795303,2,6.0,10000000,579,23.0,0.048,2.356,634782.7782718454,48.0,71.2,Enterprise,28.9,23
AI-0054,AIHub,United States,New York,2025,Bootstrapped,0.0,1,2684.5407621715513,10126.916738462896,13541.76950323874,0.33720557332183276,AI Infrastructure,API-first,On-premise,False,3.0,56.761650150710004,2,4.3,457,0,35.7,0.045,1.51,10024.400720126392,,76.6,SMB,125.2,47
AI-0055,AIScope,Israel,Haifa,2025,Series D+,160742100.4995446,4,861583210.6159568,21345329.842261545,28189397.240348678,0.3206353543685508,Decision/MLOps,API-first,Hybrid,False,452.0,48.45457948781707,1,5.2,998614,1583,37.4,0.335,2.106,234332.7368058418,48.0,91.3,Enterprise,36.6,20
AI-0056,TensorSystems,India,Hyderabad,2025,Series B,60000000.0,3,740304825.5949051,8247417.16347853,16453220.186525136,0.994954282097406,NLP/LLM,API-first,Edge,False,323.0,71.0760905267841,3,3.4,931107,286,50.5,0.042,1.974,164679.61527856303,48.0,69.5,Developer/Individual,231.0,20
AI-0057,AISync,United States,Palo Alto,2025,Series A,8288173.337143825,3,79100263.48773547,843861.1518655528,895561.8633331278,0.06126684627355879,Decision/MLOps,API-first,Cloud,False,24.0,49.361938014768846,2,3.9,20670,53,50.3,0.11,1.803,13052.473179356175,48.0,68.6,Both,56.1,70
AI-0058,AIHub,Netherlands,Amsterdam,2023,Seed,1862757.9721051655,1,24898470.494724236,89603.77180707996,182197.51878078698,1.033368853858793,Decision/MLOps,SaaS,On-premise,False,13.0,83.26719707895678,2,5.3,21429,10,13.2,0.044,2.002,5000.0,48.0,70.8,Enterprise,56.7,42
AI-0059,AISync,United Kingdom,Edinburgh,2016,Series A,9822360.049523244,2,46894241.898775615,1070483.5450047196,1827846.6312574497,0.7074962429706391,Speech/Audio,Hybrid,Cloud,False,131.0,57.73993075292394,1,3.8,37538,31,11.2,0.027,1.805,57280.62132821619,48.0,60.2,Both,57.7,14
AI-0060,AIGrid,United States,Los Angeles,2025,Seed,580344.1217113704,2,4749913.969368899,46619.04350075409,82333.90661233525,0.7661002978536757,Decision/MLOps,API-first,Cloud,False,5.0,64.93549538330247,2,4.0,16828,1,54.8,0.025,1.946,25386.480955902283,22.7,85.9,Both,8.6,113
AI-0061,AIHub,France,Lyon,2025,Series A,3954700.5783999204,3,32132966.713155642,1186410.173519976,2440674.7585168467,1.0571930458717973,AI Agents,SaaS,On-premise,False,123.0,55.34259619631976,2,3.1,61781,139,24.9,0.228,1.654,27378.04557167237,48.0,84.9,Both,25.9,67
AI-0062,AINest,France,Grenoble,2025,Bootstrapped,0.0,1,131176.3216536156,31707.57719052716,55280.07276302947,0.7434341460672921,AI Infrastructure,Open-source,Edge,True,20.0,90.0,2,3.3,17790,1,63.7,0.028,2.07,8857.124182520063,,78.3,Both,108.7,48
AI-0063,AIStack,Israel,Tel Aviv,2025,Series A,2434394.619425997,3,33277506.709188208,637737.9661378649,1084437.57907988,0.7004438133850235,Speech/Audio,SaaS,Cloud,False,22.0,39.629644405424926,2,3.5,27359,21,36.7,0.162,2.116,11131.515666957532,48.0,72.9,Both,17.9,8
AI-0064,AIGen,Singapore,Singapore,2025,Seed,292751.0717623914,2,3197072.9764434546,87825.32152871742,191564.24796998888,1.1811960905528887,Computer Vision,Platform,Hybrid,False,12.0,49.660486045205154,2,7.3,764,2,61.2,0.083,2.223,10182.649910376467,27.2,69.2,Enterprise,52.9,88
AI-0065,AINest,India,Pune,2025,Bootstrapped,0.0,1,15127.25778099084,16509.60048808888,22635.440835251404,0.371047158384124,Speech/Audio,Platform,Hybrid,False,6.0,41.457526943674935,3,3.7,1845,0,32.9,0.065,1.601,24280.41908086103,,83.8,Enterprise,18.0,42
AI-0066,AILink,Netherlands,Amsterdam,2025,Series A,4417732.637686114,2,46198799.76986975,1325319.7913058342,1654997.4618519263,0.24875329917261824,Data/MLOps,SaaS,Cloud,False,32.0,36.722132317053834,3,11.5,248965,30,37.7,0.485,1.583,87826.614118256,41.0,61.0,Enterprise,7.1,62
AI-0067,AIScope,United Kingdom,London,2025,Series A,11305190.63566479,2,212662123.15778184,1129613.9417429818,2025221.588906471,0.7928440098584268,AI Agents,Open-source,Cloud,False,62.0,60.30876611042269,3,9.2,4644,288,56.3,0.197,1.649,32535.076096551093,48.0,76.9,Both,22.5,71
AI-0068,AIStack,France,Lyon,2025,Series A,4677182.455090909,3,86987496.50865795,1234624.5100516833,2050383.7498651894,0.6607346874875806,NLP/LLM,API-first,Cloud,False,49.0,49.12644260289859,2,9.8,11040,25,14.8,0.042,2.388,11959.285560736349,48.0,80.5,SMB,194.7,9
AI-0069,AIMesh,Australia,Melbourne,2025,Bootstrapped,0.0,0,2983.6934753450837,21137.92349333312,41367.41611350658,0.9570236464595879,AI Infrastructure,Platform,Cloud,False,4.0,50.20692557255224,2,4.7,1051,0,27.1,0.093,1.868,18989.106167766113,,74.8,Enterprise,131.4,16
AI-0070,AILink,India,Pune,2019,Series C,57043417.684115075,6,202156085.4308366,14997889.485923527,43201800.0988874,1.880525299205267,NLP/LLM,SaaS,Hybrid,False,635.0,50.965548788836415,2,3.2,601421,4803,77.8,0.034,2.006,237054.78731099167,48.0,74.7,SMB,151.4,209
AI-0071,AISync,United States,Boston,2025,Series A,8512856.989628676,3,146184674.00980848,2553857.0968886027,2707665.114060582,0.060225772757358034,Decision/MLOps,API-first,Cloud,False,92.0,55.796405265313986,2,3.3,183739,191,31.4,0.093,2.181,52679.383551818406,48.0,65.6,SMB,30.8,15
AI-0072,AIMesh,Germany,Cologne,2025,Bootstrapped,0.0,1,85849.51054186301,14963.330624131297,24090.045799685933,0.6099387499221613,AI Agents,Open-source,On-premise,False,15.0,33.74379915728961,2,7.7,64,1,37.0,0.031,1.706,12969.760023593191,,82.4,SMB,59.9,70
AI-0073,AIWare,Canada,Waterloo,2024,Series A,3900063.6953240023,4,37398487.1766295,953435.1629943959,983100.3235294771,0.031113977841884424,Decision/MLOps,Platform,Hybrid,False,12.0,37.76634453942307,3,13.3,220104,22,40.3,0.099,1.947,16748.68451885401,48.0,70.8,Developer/Individual,54.9,46
AI-0074,AIMesh,United States,Seattle,2025,Series A,15000000.0,4,88564067.64381038,4161815.0715842615,5564119.311206027,0.3369453508870004,Computer Vision,SaaS,Edge,False,111.0,36.16735129922174,2,3.8,121511,255,53.0,0.308,1.676,143359.8524599663,48.0,55.9,Both,49.5,32
AI-0075,AILink,Sweden,Gothenburg,2025,Bootstrapped,0.0,0,130920.09273910505,57820.54205040355,78641.27773922597,0.3600923642443976,Computer Vision,API-first,Hybrid,False,7.0,56.45711520960002,2,11.0,1907,17,54.1,0.09,1.562,8882.595610227076,,,Both,56.0,19
AI-0076,AIFlow,United States,New York,2022,Series A,5264181.77475522,4,64680098.68161682,1083604.7506202029,1380217.5284505903,0.2737278307986567,Computer Vision,Platform,Cloud,False,33.0,56.15603644136406,2,7.2,44585,28,32.9,0.031,2.204,18701.47425335651,48.0,72.7,Enterprise,78.3,24
AI-0077,AIMesh,United States,Boston,2025,Series B,39814061.018683665,5,408917454.99768186,1616790.892674117,3293463.474088151,1.0370373738565997,AI Agents,API-first,Cloud,False,139.0,55.23372883308171,4,7.5,267744,73,48.4,0.149,1.876,49515.57332934156,48.0,,Developer/Individual,28.0,37
AI-0078,AIStack,Switzerland,Basel,2023,Series B,22620173.074839626,3,122968768.71021648,6786051.922451887,11736979.939718314,0.7295741432343174,AI Agents,Open-source,Cloud,False,419.0,62.45080859073279,2,7.8,46942,177,24.8,0.052,2.077,116793.79331719001,48.0,79.6,SMB,43.1,23
AI-0079,AIGrid,United Kingdom,Oxford,2022,Seed,809891.508688099,2,12939950.92424932,82500.53730119954,111922.10282819875,0.3566227140992382,AI Agents,Hybrid,Cloud,False,8.0,60.13339966282138,2,3.3,2985,5,46.9,0.028,2.204,9826.149190690472,48.0,67.6,SMB,57.5,40
AI-0080,AIGrid,United States,Seattle,2024,Series C,140550878.45394287,4,1105423412.2808416,15774490.56169248,29786053.896362063,0.888241891544563,Computer Vision,SaaS,Cloud,False,844.0,31.270340648985723,2,6.7,223656,384,28.5,0.105,1.631,169071.41991581206,48.0,66.9,Enterprise,47.2,16
AI-0081,OrbitPlatform,Canada,Vancouver,2025,Seed,897207.3020742637,1,9310316.997224897,228291.1835436264,324936.54659595015,0.4233425117525612,AI Infrastructure,Hybrid,Hybrid,True,16.0,53.15343405911763,2,5.6,145202,12,66.6,0.162,1.764,22594.237961129336,34.7,61.7,Both,119.8,21
AI-0082,AILink,Canada,Waterloo,2025,Series C,168835321.11902663,5,1899247111.7535594,13255821.054777594,18922295.98885665,0.42747068707877384,NLP/LLM,Open-source,On-premise,False,322.0,57.77703353756482,1,10.2,281926,545,79.0,0.073,2.473,130071.05355634393,48.0,58.0,Developer/Individual,144.1,24
AI-0083,AIGrid,United States,New York,2025,Bootstrapped,0.0,1,19314.77608201741,23709.57284258275,30633.732048578062,0.2920406559817652,NLP/LLM,API-first,Cloud,False,10.0,39.72825738794958,2,5.2,1240,1,2.9,0.235,2.042,9196.718438534315,,69.6,Enterprise,201.4,40
AI-0084,DeepVision,South Korea,Seoul,2025,Series A,4055676.8045915724,2,36868195.024018474,842352.845541093,794780.236314567,-0.05647586932049507,Speech/Audio,SaaS,Cloud,True,20.0,33.712682418955794,4,5.8,211216,102,77.3,0.112,1.634,35011.996333344396,48.0,78.8,Enterprise,47.8,41
AI-0085,AIMesh,Germany,Cologne,2021,Series A,3133794.992234914,2,22558455.84469747,598087.1101407921,746953.6534053375,0.24890445010510523,Computer Vision,SaaS,On-premise,False,37.0,65.98120485014245,3,6.5,252633,20,36.0,0.099,1.705,31136.878176712362,48.0,66.2,Enterprise,39.9,21
AI-0086,AIFlow,Germany,Cologne,2019,Seed,333601.97350621043,2,6417634.573248612,100080.59205186313,164436.24138540123,0.6430382556109193,NLP/LLM,SaaS,Hybrid,False,12.0,41.8384504659148,3,6.5,2438,2,60.1,0.055,1.723,9613.23418084301,27.9,58.4,SMB,231.4,79
AI-0087,AIGen,Germany,Hamburg,2025,Series B,46822258.04818855,5,602058937.1905845,2734245.438349025,5747125.502433513,1.1019054916678246,NLP/LLM,Open-source,Cloud,False,104.0,67.92635023079062,3,5.0,149934,78,58.9,0.05,1.976,50340.73628869896,48.0,71.4,Both,183.6,30
AI-0088,AILink,Canada,Montreal,2023,Series A,9417349.634380398,3,81092992.32445006,322302.1946852886,272228.1290850968,-0.15536371276989436,Decision/MLOps,API-first,Cloud,False,14.0,55.69390145906608,3,3.7,1066,15,6.2,0.047,1.916,10950.0719252869,48.0,58.8,Both,20.2,31
AI-0089,AIGen,United States,New York,2025,Bootstrapped,0.0,1,34792.03821503864,30827.212204457832,82591.81784870128,1.6791854320436386,Computer Vision,API-first,Cloud,False,4.0,50.62148610174794,4,4.2,1814,1,34.4,0.274,2.202,5000.0,,73.0,Both,49.1,87
AI-0090,AILink,United States,San Francisco,2025,Series A,5253741.579478701,3,14569284.528494217,1576122.4738436101,2139225.7192982724,0.3572712494108728,NLP/LLM,SaaS,Cloud,False,26.0,64.50162462139482,3,5.1,16687,64,10.9,0.104,2.081,10647.72889376092,48.0,73.6,SMB,182.9,47
